donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter
D05786,2,1,450,2,1
D05787,4,1,450,4,0
D05788,3,1,450,3,1
D05789,6,14,6300,70,0
D05790,1,4,1800,20,1
D05791,4,2,900,10,0
D05792,3,2,900,8,1
D05793,3,2,900,12,1
D05794,4,1,450,4,0
D05795,10,3,1350,15,0
D05796,3,1,450,3,1
D05797,1,8,3600,40,1
D05798,18,3,1350,18,0
D05799,7,10,4500,60,0
D05800,2,2,900,14,1
D05801,0,21,9450,120,1
D05802,4,3,1350,21,0
D05803,1,1,450,1,1
D05804,0,3,1350,9,1
D05805,4,1,450,4,0
D05806,0,2,900,8,1
D05807,5,1,450,5,0
D05808,1,2,900,10,1
D05809,4,2,900,10,0
D05810,1,4,1800,28,1
D05811,5,1,450,5,0
D05812,12,5,2250,15,0
D05813,4,31,13950,120,0
D05814,0,1,450,0,1
D05815,9,3,1350,12,0
D05816,5,1,450,5,0
D05817,2,2,900,12,1
D05818,4,3,1350,21,0
D05819,5,3,1350,18,0
D05820,9,5,2250,35,0
D05821,4,1,450,4,0
D05822,2,1,450,2,1
D05823,4,1,450,4,0
D05824,2,12,5400,60,1
D05825,5,8,3600,48,0
D05826,0,2,900,8,1
D05827,4,19,8550,120,0
D05828,4,9,4050,63,0
D05829,1,1,450,1,1
D05830,4,1,450,4,0
D05831,3,8,3600,56,1
D05832,3,3,1350,12,1
D05833,3,7,3150,35,1
D05834,3,5,2250,15,1
D05835,14,2,900,14,0
D05836,0,3,1350,12,1
D05837,4,2,900,14,0
D05838,3,7,3150,49,1
D05839,1,9,4050,36,1
D05840,1,2,900,14,1
D05841,1,1,450,1,1
D05842,2,18,8100,120,1
D05843,20,5,2250,20,0
D05844,4,4,1800,16,0
D05845,8,2,900,8,0
D05846,2,2,900,8,1
D05847,4,4,1800,16,0
D05848,12,2,900,14,0
D05849,1,10,4500,60,1
D05850,3,1,450,3,1
D05851,20,4,1800,20,0
D05852,19,4,1800,28,0
D05853,7,6,2700,24,0
D05854,3,30,13500,120,1
D05855,4,1,450,4,0
D05856,1,1,450,1,1
D05857,12,2,900,12,0
D05858,11,4,1800,12,0
D05859,4,2,900,6,0
D05860,3,1,450,3,1
D05861,6,4,1800,24,0
D05862,4,16,7200,80,0
D05863,4,2,900,8,0
D05864,0,1,450,0,1
D05865,8,4,1800,24,0
D05866,2,1,450,2,1
D05867,2,1,450,2,1
D05868,0,1,450,0,1
D05869,2,1,450,2,1
D05870,5,1,450,5,0
D05871,5,1,450,5,0
D05872,2,6,2700,42,1
D05873,10,2,900,10,0
D05874,1,8,3600,40,1
D05875,2,2,900,12,1
D05876,4,1,450,4,0
D05877,3,4,1800,24,1
D05878,6,2,900,6,0
D05879,7,2,900,14,0
D05880,2,1,450,2,1
D05881,11,3,1350,12,0
D05882,1,1,450,1,1
D05883,1,1,450,1,1
D05884,8,17,7650,68,0
D05885,1,1,450,1,1
D05886,3,26,11700,104,1
D05887,0,7,3150,21,1
D05888,5,1,450,5,0
D05889,8,2,900,12,0
D05890,0,2,900,12,1
D05891,2,2,900,14,1
D05892,3,2,900,14,1
D05893,2,3,1350,9,1
D05894,2,3,1350,15,1
D05895,1,2,900,12,1
D05896,2,1,450,2,1
D05897,14,6,2700,42,0
D05898,3,5,2250,30,1
D05899,4,3,1350,9,0
D05900,2,4,1800,24,1
D05901,4,1,450,4,0
D05902,9,3,1350,12,0
D05903,0,3,1350,15,1
D05904,0,3,1350,15,1
D05905,9,3,1350,9,0
D05906,1,2,900,6,1
D05907,5,3,1350,9,0
D05908,14,2,900,14,0
D05909,3,1,450,3,1
D05910,4,8,3600,40,0
D05911,3,1,450,3,1
D05912,1,3,1350,9,1
D05913,4,1,450,4,0
D05914,2,1,450,2,1
D05915,3,8,3600,32,1
D05916,6,2,900,6,0
D05917,3,2,900,12,1
D05918,8,3,1350,18,0
D05919,3,2,900,14,1
D05920,15,6,2700,18,0
D05921,2,2,900,8,1
D05922,2,3,1350,15,1
D05923,0,1,450,0,1
D05924,1,4,1800,28,1
D05925,8,4,1800,12,0
D05926,0,4,1800,12,1
D05927,2,2,900,6,1
D05928,13,6,2700,30,0
D05929,3,2,900,6,1
D05930,2,1,450,2,1
D05931,6,3,1350,21,0
D05932,0,8,3600,56,1
D05933,5,1,450,5,0
D05934,1,1,450,1,1
D05935,1,4,1800,20,1
D05936,1,2,900,8,1
D05937,3,4,1800,24,1
D05938,0,1,450,0,1
D05939,17,9,4050,54,0
D05940,9,5,2250,35,0
D05941,4,2,900,12,0
D05942,4,4,1800,24,0
D05943,19,7,3150,35,0
D05944,1,2,900,6,1
D05945,4,1,450,4,0
D05946,4,3,1350,12,0
D05947,9,10,4500,40,0
D05948,7,6,2700,36,0
D05949,12,4,1800,12,0
D05950,1,8,3600,48,1
D05951,4,1,450,4,0
D05952,17,4,1800,28,0
D05953,10,2,900,10,0
D05954,5,1,450,5,0
D05955,2,1,450,2,1
D05956,4,6,2700,36,0
D05957,1,3,1350,18,1
D05958,8,5,2250,30,0
D05959,0,2,900,10,1
D05960,0,37,16650,111,1
D05961,0,1,450,0,1
D05962,0,6,2700,42,1
D05963,1,7,3150,28,1
D05964,2,1,450,2,1
D05965,4,2,900,12,0
D05966,3,2,900,8,1
D05967,0,1,450,0,1
D05968,0,1,450,0,1
D05969,2,15,6750,45,1
D05970,4,3,1350,18,0
D05971,5,3,1350,9,0
D05972,3,2,900,14,1
D05973,6,2,900,6,0
D05974,1,1,450,1,1
D05975,5,1,450,5,0
D05976,3,1,450,3,1
D05977,9,3,1350,9,0
D05978,1,9,4050,54,1
D05979,4,1,450,4,0
D05980,4,2,900,6,0
D05981,5,1,450,5,0
D05982,2,3,1350,12,1
D05983,3,1,450,3,1
D05984,3,4,1800,20,1
D05985,7,3,1350,18,0
D05986,11,6,2700,18,0
D05987,0,10,4500,40,1
D05988,16,3,1350,18,0
D05989,3,2,900,6,1
D05990,8,3,1350,9,0
D05991,0,3,1350,15,1
D05992,5,2,900,6,0
D05993,0,3,1350,21,1
D05994,8,34,15300,120,0
D05995,2,11,4950,55,1
D05996,0,2,900,8,1
D05997,2,1,450,2,1
D05998,21,8,3600,32,0
D05999,5,2,900,10,0
D06000,2,2,900,8,1
D06001,3,6,2700,30,1
D06002,3,2,900,10,1
D06003,11,2,900,14,0
D06004,6,2,900,6,0
D06005,2,5,2250,25,1
D06006,19,13,5850,65,0
D06007,3,1,450,3,1
D06008,4,1,450,4,0
D06009,17,6,2700,18,0
D06010,3,1,450,3,1
D06011,6,2,900,6,0
D06012,10,6,2700,36,0
D06013,6,2,900,6,0
D06014,1,7,3150,49,1
D06015,0,2,900,12,1
D06016,2,21,9450,120,1
D06017,5,1,450,5,0
D06018,0,6,2700,24,1
D06019,1,1,450,1,1
D06020,4,2,900,14,0
D06021,5,3,1350,18,0
D06022,0,2,900,10,1
D06023,2,1,450,2,1
D06024,3,1,450,3,1
D06025,3,2,900,10,1
D06026,5,4,1800,20,0
D06027,3,1,450,3,1
D06028,5,1,450,5,0
D06029,3,1,450,3,1
D06030,2,2,900,8,1
D06031,3,7,3150,35,1
D06032,12,4,1800,28,0
D06033,0,3,1350,21,1
D06034,14,2,900,14,0
D06035,14,2,900,14,0
D06036,6,2,900,6,0
D06037,1,2,900,10,1
D06038,9,31,13950,93,0
D06039,0,26,11700,120,1
D06040,1,13,5850,78,1
D06041,7,2,900,12,0
D06042,12,4,1800,16,0
D06043,0,5,2250,25,1
D06044,1,1,450,1,1
D06045,2,1,450,2,1
D06046,1,2,900,6,1
D06047,6,2,900,6,0
D06048,1,1,450,1,1
D06049,11,2,900,14,0
D06050,5,2,900,12,0
D06051,20,5,2250,20,0
D06052,1,2,900,14,1
D06053,1,3,1350,18,1
D06054,3,2,900,14,1
D06055,5,2,900,6,0
D06056,9,50,22500,120,0
D06057,9,3,1350,9,0
D06058,0,1,450,0,1
D06059,1,14,6300,70,1
D06060,4,1,450,4,0
D06061,1,4,1800,20,1
D06062,10,3,1350,12,0
D06063,5,1,450,5,0
D06064,0,6,2700,36,1
D06065,1,1,450,1,1
D06066,1,8,3600,24,1
D06067,8,5,2250,30,0
D06068,3,22,9900,110,1
D06069,2,1,450,2,1
D06070,5,1,450,5,0
D06071,5,1,450,5,0
D06072,27,9,4050,45,0
D06073,2,2,900,8,1
D06074,0,1,450,0,1
D06075,1,12,5400,60,1
D06076,15,3,1350,15,0
D06077,2,1,450,2,1
D06078,6,10,4500,50,0
D06079,4,1,450,4,0
D06080,25,5,2250,25,0
D06081,5,4,1800,12,0
D06082,2,4,1800,28,1
D06083,11,8,3600,56,0
D06084,4,2,900,10,0
D06085,2,2,900,12,1
D06086,1,17,7650,68,1
D06087,8,3,1350,15,0
D06088,0,1,450,0,1
D06089,11,4,1800,16,0
D06090,2,1,450,2,1
D06091,7,3,1350,9,0
D06092,0,1,450,0,1
D06093,5,5,2250,20,0
D06094,0,8,3600,48,1
D06095,7,6,2700,36,0
D06096,1,6,2700,24,1
D06097,0,4,1800,12,1
D06098,10,5,2250,35,0
D06099,11,3,1350,21,0
D06100,0,2,900,8,1
D06101,7,3,1350,18,0
D06102,5,1,450,5,0
D06103,13,23,10350,115,0
D06104,4,1,450,4,0
D06105,0,1,450,0,1
D06106,1,1,450,1,1
D06107,10,2,900,10,0
D06108,3,1,450,3,1
D06109,1,2,900,8,1
D06110,4,1,450,4,0
D06111,6,2,900,6,0
D06112,1,1,450,1,1
D06113,2,10,4500,60,1
D06114,4,17,7650,102,0
D06115,3,2,900,10,1
D06116,21,8,3600,48,0
D06117,1,1,450,1,1
D06118,4,1,450,4,0
D06119,13,3,1350,18,0
D06120,3,3,1350,9,1
D06121,4,1,450,4,0
D06122,13,7,3150,28,0
D06123,2,23,10350,120,1
D06124,5,1,450,5,0
D06125,1,1,450,1,1
D06126,4,1,450,4,0
D06127,1,5,2250,20,1
D06128,5,3,1350,18,0
D06129,4,1,450,4,0
D06130,7,4,1800,16,0
D06131,0,1,450,0,1
D06132,4,1,450,4,0
D06133,2,1,450,2,1
D06134,4,1,450,4,0
D06135,5,2,900,8,0
D06136,1,1,450,1,1
D06137,19,10,4500,30,0
D06138,10,3,1350,21,0
D06139,9,4,1800,24,0
D06140,14,3,1350,21,0
D06141,1,1,450,1,1
D06142,1,3,1350,18,1
D06143,2,2,900,8,1
D06144,9,3,1350,21,0
D06145,7,6,2700,18,0
D06146,14,3,1350,21,0
D06147,3,6,2700,36,1
D06148,0,1,450,0,1
D06149,22,10,4500,70,0
D06150,3,1,450,3,1
D06151,3,1,450,3,1
D06152,4,1,450,4,0
D06153,2,1,450,2,1
D06154,8,2,900,8,0
D06155,2,1,450,2,1
D06156,0,4,1800,20,1
D06157,10,2,900,10,0
D06158,10,2,900,14,0
D06159,16,7,3150,35,0
D06160,1,1,450,1,1
D06161,1,1,450,1,1
D06162,3,3,1350,15,1
D06163,11,3,1350,15,0
D06164,0,26,11700,104,1
D06165,3,1,450,3,1
D06166,1,2,900,14,1
D06167,5,10,4500,30,0
D06168,9,3,1350,9,0
D06169,1,3,1350,12,1
D06170,6,5,2250,35,0
D06171,1,2,900,14,1
D06172,0,3,1350,18,1
D06173,0,6,2700,18,1
D06174,3,5,2250,15,1
D06175,4,1,450,4,0
D06176,7,3,1350,15,0
D06177,1,2,900,12,1
D06178,4,1,450,4,0
D06179,5,1,450,5,0
D06180,6,2,900,10,0
D06181,0,1,450,0,1
D06182,6,2,900,10,0
D06183,9,11,4950,77,0
D06184,5,2,900,12,0
D06185,5,3,1350,9,0
D06186,7,2,900,8,0
D06187,0,1,450,0,1
D06188,4,7,3150,42,0
D06189,0,3,1350,18,1
D06190,0,9,4050,45,1
D06191,4,8,3600,56,0
D06192,3,2,900,12,1
D06193,3,1,450,3,1
D06194,1,1,450,1,1
D06195,6,2,900,6,0
D06196,0,1,450,0,1
D06197,1,2,900,14,1
D06198,0,2,900,8,1
D06199,6,3,1350,21,0
D06200,10,2,900,10,0
D06201,3,4,1800,20,1
D06202,0,1,450,0,1
D06203,5,1,450,5,0
D06204,4,1,450,4,0
D06205,15,36,16200,120,0
D06206,2,5,2250,35,1
D06207,0,3,1350,12,1
D06208,11,11,4950,66,0
D06209,7,3,1350,12,0
D06210,0,1,450,0,1
D06211,5,1,450,5,0
D06212,5,1,450,5,0
D06213,4,1,450,4,0
D06214,8,3,1350,15,0
D06215,2,2,900,10,1
D06216,2,2,900,10,1
D06217,6,8,3600,56,0
D06218,7,3,1350,12,0
D06219,4,9,4050,63,0
D06220,3,1,450,3,1
D06221,14,2,900,14,0
D06222,2,2,900,10,1
D06223,1,1,450,1,1
D06224,5,1,450,5,0
D06225,16,5,2250,25,0
D06226,9,2,900,12,0
D06227,0,1,450,0,1
D06228,4,1,450,4,0
D06229,3,2,900,14,1
D06230,0,4,1800,24,1
D06231,0,20,9000,120,1
D06232,9,19,8550,57,0
D06233,1,1,450,1,1
D06234,1,50,22500,120,1
D06235,9,3,1350,21,0
D06236,3,2,900,6,1
D06237,7,7,3150,28,0
D06238,0,2,900,12,1
D06239,1,1,450,1,1
D06240,5,1,450,5,0
D06241,0,2,900,14,1
D06242,3,1,450,3,1
D06243,3,2,900,14,1
D06244,8,3,1350,12,0
D06245,5,1,450,5,0
D06246,0,1,450,0,1
D06247,13,2,900,14,0
D06248,11,17,7650,85,0
D06249,5,1,450,5,0
D06250,0,1,450,0,1
D06251,4,4,1800,28,0
D06252,0,2,900,6,1
D06253,6,9,4050,45,0
D06254,6,2,900,14,0
D06255,5,1,450,5,0
D06256,7,2,900,12,0
D06257,2,3,1350,18,1
D06258,4,2,900,8,0
D06259,2,10,4500,40,1
D06260,0,6,2700,42,1
D06261,2,1,450,2,1
D06262,5,1,450,5,0
D06263,3,2,900,14,1
D06264,1,7,3150,49,1
D06265,7,19,8550,95,0
D06266,7,4,1800,28,0
D06267,3,2,900,6,1
D06268,14,11,4950,66,0
D06269,10,2,900,10,0
D06270,4,1,450,4,0
D06271,1,1,450,1,1
D06272,3,3,1350,9,1
D06273,8,2,900,8,0
D06274,6,2,900,12,0
D06275,4,1,450,4,0
D06276,2,3,1350,21,1
D06277,5,12,5400,60,0
D06278,2,1,450,2,1
D06279,5,50,22500,120,0
D06280,0,1,450,0,1
D06281,3,1,450,3,1
D06282,4,1,450,4,0
D06283,6,10,4500,40,0
D06284,6,8,3600,24,0
D06285,5,1,450,5,0
D06286,8,2,900,8,0
D06287,0,1,450,0,1
D06288,4,1,450,4,0
D06289,8,2,900,8,0
D06290,8,2,900,8,0
D06291,1,1,450,1,1
D06292,0,9,4050,54,1
D06293,2,1,450,2,1
D06294,0,1,450,0,1
D06295,1,2,900,14,1
D06296,1,1,450,1,1
D06297,5,1,450,5,0
D06298,14,10,4500,40,0
D06299,9,2,900,10,0
D06300,15,3,1350,15,0
D06301,3,3,1350,15,1
D06302,0,7,3150,42,1
D06303,20,5,2250,20,0
D06304,1,3,1350,12,1
D06305,10,2,900,10,0
D06306,1,5,2250,25,1
D06307,0,1,450,0,1
D06308,10,2,900,10,0
D06309,14,4,1800,16,0
D06310,0,2,900,12,1
D06311,5,1,450,5,0
D06312,17,23,10350,120,0
D06313,0,1,450,0,1
D06314,3,1,450,3,1
D06315,2,1,450,2,1
D06316,0,20,9000,100,1
D06317,8,2,900,8,0
D06318,4,1,450,4,0
D06319,0,16,7200,64,1
D06320,4,1,450,4,0
D06321,7,2,900,14,0
D06322,2,1,450,2,1
D06323,3,2,900,14,1
D06324,8,4,1800,20,0
D06325,10,2,900,10,0
D06326,1,1,450,1,1
D06327,10,7,3150,21,0
D06328,0,1,450,0,1
D06329,4,1,450,4,0
D06330,2,1,450,2,1
D06331,1,1,450,1,1
D06332,4,1,450,4,0
D06333,0,2,900,10,1
D06334,0,8,3600,24,1
D06335,5,1,450,5,0
D06336,0,2,900,10,1
D06337,1,2,900,6,1
D06338,2,1,450,2,1
D06339,2,1,450,2,1
D06340,1,1,450,1,1
D06341,4,16,7200,96,0
D06342,0,1,450,0,1
D06343,6,2,900,6,0
D06344,5,3,1350,12,0
D06345,6,21,9450,84,0
D06346,5,5,2250,15,0
D06347,8,3,1350,21,0
D06348,1,1,450,1,1
D06349,2,1,450,2,1
D06350,1,2,900,14,1
D06351,6,7,3150,49,0
D06352,3,1,450,3,1
D06353,0,1,450,0,1
D06354,0,2,900,14,1
D06355,4,1,450,4,0
D06356,2,2,900,14,1
D06357,0,2,900,14,1
D06358,3,7,3150,49,1
D06359,0,1,450,0,1
D06360,3,1,450,3,1
D06361,2,1,450,2,1
D06362,3,3,1350,18,1
D06363,3,4,1800,16,1
D06364,10,4,1800,28,0
D06365,3,1,450,3,1
D06366,4,5,2250,30,0
D06367,2,1,450,2,1
D06368,2,4,1800,20,1
D06369,0,33,14850,99,1
D06370,5,1,450,5,0
D06371,0,4,1800,16,1
D06372,0,2,900,14,1
D06373,1,2,900,12,1
D06374,5,3,1350,21,0
D06375,1,24,10800,72,1
D06376,4,2,900,12,0
D06377,9,4,1800,24,0
D06378,0,3,1350,15,1
D06379,4,1,450,4,0
D06380,5,2,900,8,0
D06381,8,2,900,8,0
D06382,5,1,450,5,0
D06383,1,1,450,1,1
D06384,1,31,13950,120,1
D06385,10,3,1350,18,0
D06386,9,3,1350,9,0
D06387,3,13,5850,39,1
D06388,0,11,4950,77,1
D06389,0,2,900,12,1
D06390,1,9,4050,36,1
D06391,3,3,1350,15,1
D06392,0,19,8550,76,1
D06393,0,21,9450,105,1
D06394,1,3,1350,21,1
D06395,2,1,450,2,1
D06396,0,3,1350,21,1
D06397,7,3,1350,12,0
D06398,6,4,1800,20,0
D06399,0,1,450,0,1
D06400,13,9,4050,45,0
D06401,12,3,1350,12,0
D06402,3,2,900,6,1
D06403,9,2,900,12,0
D06404,1,7,3150,21,1
D06405,12,4,1800,12,0
D06406,0,2,900,14,1
D06407,3,2,900,8,1
D06408,11,3,1350,21,0
D06409,12,7,3150,28,0
D06410,0,2,900,12,1
D06411,8,10,4500,70,0
D06412,5,4,1800,20,0
D06413,2,2,900,10,1
D06414,5,3,1350,9,0
D06415,2,2,900,10,1
D06416,2,1,450,2,1
D06417,1,2,900,6,1
D06418,0,8,3600,40,1
D06419,2,40,18000,120,1
D06420,2,3,1350,18,1
D06421,8,2,900,8,0
D06422,12,3,1350,12,0
D06423,14,5,2250,30,0
D06424,11,7,3150,21,0
D06425,1,1,450,1,1
D06426,5,1,450,5,0
D06427,1,5,2250,25,1
D06428,0,1,450,0,1
D06429,4,1,450,4,0
D06430,2,1,450,2,1
D06431,1,6,2700,36,1
D06432,3,5,2250,25,1
D06433,14,6,2700,42,0
D06434,1,1,450,1,1
D06435,7,3,1350,18,0
D06436,0,2,900,6,1
D06437,2,1,450,2,1
D06438,2,4,1800,24,1
D06439,1,3,1350,21,1
D06440,0,21,9450,84,1
D06441,2,6,2700,36,1
D06442,5,1,450,5,0
D06443,3,1,450,3,1
D06444,0,5,2250,15,1
D06445,0,6,2700,36,1
D06446,16,28,12600,112,0
D06447,4,2,900,8,0
D06448,4,9,4050,45,0
D06449,3,2,900,10,1
D06450,8,4,1800,16,0
D06451,5,7,3150,42,0
D06452,3,1,450,3,1
D06453,0,2,900,10,1
D06454,3,1,450,3,1
D06455,3,23,10350,120,1
D06456,8,9,4050,36,0
D06457,6,14,6300,98,0
D06458,4,6,2700,18,0
D06459,6,3,1350,18,0
D06460,0,4,1800,12,1
D06461,4,1,450,4,0
D06462,0,1,450,0,1
D06463,9,5,2250,30,0
D06464,2,2,900,8,1
D06465,3,2,900,10,1
D06466,3,2,900,12,1
D06467,0,1,450,0,1
D06468,3,1,450,3,1
D06469,1,2,900,10,1
D06470,7,5,2250,35,0
D06471,10,6,2700,30,0
D06472,5,1,450,5,0
D06473,13,2,900,14,0
D06474,5,2,900,12,0
D06475,3,2,900,8,1
D06476,3,10,4500,30,1
D06477,22,6,2700,42,0
D06478,4,12,5400,60,0
D06479,1,3,1350,21,1
D06480,8,11,4950,44,0
D06481,7,24,10800,120,0
D06482,2,1,450,2,1
D06483,6,50,22500,120,0
D06484,8,2,900,10,0
D06485,2,40,18000,120,1
D06486,9,6,2700,42,0
D06487,10,2,900,10,0
D06488,5,1,450,5,0
D06489,3,4,1800,24,1
D06490,0,7,3150,21,1
D06491,3,6,2700,24,1
D06492,6,2,900,6,0
D06493,8,4,1800,20,0
D06494,5,1,450,5,0
D06495,2,1,450,2,1
D06496,20,9,4050,27,0
D06497,0,1,450,0,1
D06498,2,1,450,2,1
D06499,0,1,450,0,1
D06500,4,2,900,14,0
D06501,9,15,6750,105,0
D06502,8,2,900,10,0
D06503,4,1,450,4,0
D06504,0,1,450,0,1
D06505,0,6,2700,36,1
D06506,12,4,1800,28,0
D06507,4,1,450,4,0
D06508,2,4,1800,24,1
D06509,13,12,5400,72,0
D06510,2,5,2250,15,1
D06511,4,4,1800,12,0
D06512,13,3,1350,18,0
D06513,3,4,1800,28,1
D06514,21,3,1350,21,0
D06515,5,1,450,5,0
D06516,5,1,450,5,0
D06517,5,1,450,5,0
D06518,1,6,2700,24,1
D06519,12,3,1350,15,0
D06520,1,2,900,10,1
D06521,9,4,1800,12,0
D06522,1,2,900,12,1
D06523,3,1,450,3,1
D06524,2,1,450,2,1
D06525,2,1,450,2,1
D06526,1,4,1800,28,1
D06527,4,10,4500,70,0
D06528,1,1,450,1,1
D06529,0,6,2700,36,1
D06530,4,1,450,4,0
D06531,12,3,1350,12,0
D06532,1,1,450,1,1
D06533,9,3,1350,12,0
D06534,5,7,3150,21,0
D06535,2,2,900,10,1
D06536,0,1,450,0,1
D06537,2,2,900,10,1
D06538,5,1,450,5,0
D06539,6,6,2700,30,0
D06540,14,9,4050,54,0
D06541,6,20,9000,100,0
D06542,2,4,1800,24,1
D06543,3,1,450,3,1
D06544,3,2,900,14,1
D06545,6,7,3150,42,0
D06546,3,1,450,3,1
D06547,8,6,2700,30,0
D06548,0,2,900,14,1
D06549,3,2,900,10,1
D06550,8,3,1350,12,0
D06551,6,10,4500,50,0
D06552,0,1,450,0,1
D06553,4,1,450,4,0
D06554,2,1,450,2,1
D06555,1,8,3600,48,1
D06556,5,1,450,5,0
D06557,1,2,900,6,1
D06558,5,4,1800,12,0
D06559,2,1,450,2,1
D06560,8,9,4050,36,0
D06561,5,3,1350,18,0
D06562,6,9,4050,54,0
D06563,2,2,900,6,1
D06564,0,1,450,0,1
D06565,0,7,3150,28,1
D06566,0,1,450,0,1
D06567,3,3,1350,15,1
D06568,4,1,450,4,0
D06569,4,4,1800,20,0
D06570,12,2,900,12,0
D06571,1,3,1350,12,1
D06572,12,24,10800,96,0
D06573,10,2,900,10,0
D06574,7,4,1800,28,0
D06575,0,50,22500,120,1
D06576,3,1,450,3,1
D06577,2,1,450,2,1
D06578,1,1,450,1,1
D06579,6,2,900,6,0
D06580,6,3,1350,9,0
D06581,0,3,1350,21,1
D06582,8,11,4950,33,0
D06583,2,1,450,2,1
D06584,9,3,1350,15,0
D06585,0,1,450,0,1
D06586,0,2,900,14,1
D06587,1,5,2250,15,1
D06588,1,5,2250,15,1
D06589,6,4,1800,20,0
D06590,0,1,450,0,1
D06591,3,18,8100,120,1
D06592,1,6,2700,18,1
D06593,0,3,1350,12,1
D06594,2,3,1350,15,1
D06595,2,6,2700,42,1
D06596,1,13,5850,78,1
D06597,0,7,3150,28,1
D06598,3,3,1350,9,1
D06599,1,2,900,6,1
D06600,0,1,450,0,1
D06601,5,1,450,5,0
D06602,8,50,22500,120,0
D06603,12,2,900,12,0
D06604,4,2,900,10,0
D06605,5,2,900,12,0
D06606,1,1,450,1,1
D06607,21,7,3150,35,0
D06608,4,1,450,4,0
D06609,4,1,450,4,0
D06610,0,2,900,14,1
D06611,7,3,1350,21,0
D06612,5,1,450,5,0
D06613,0,4,1800,12,1
D06614,0,1,450,0,1
D06615,7,5,2250,35,0
D06616,0,2,900,6,1
D06617,4,1,450,4,0
D06618,1,1,450,1,1
D06619,9,10,4500,60,0
D06620,4,2,900,10,0
D06621,1,6,2700,30,1
D06622,9,3,1350,9,0
D06623,8,8,3600,48,0
D06624,3,2,900,12,1
D06625,4,32,14400,120,0
D06626,5,6,2700,36,0
D06627,1,3,1350,18,1
D06628,3,2,900,12,1
D06629,2,1,450,2,1
D06630,3,1,450,3,1
D06631,1,10,4500,70,1
D06632,4,1,450,4,0
D06633,1,2,900,6,1
D06634,4,3,1350,12,0
D06635,6,2,900,6,0
D06636,4,1,450,4,0
D06637,3,1,450,3,1
D06638,5,1,450,5,0
D06639,0,3,1350,9,1
D06640,0,16,7200,112,1
D06641,0,2,900,14,1
D06642,0,3,1350,9,1
D06643,2,2,900,8,1
D06644,14,2,900,14,0
D06645,18,4,1800,28,0
D06646,13,47,21150,120,0
D06647,2,7,3150,35,1
D06648,9,20,9000,60,0
D06649,4,1,450,4,0
D06650,2,1,450,2,1
D06651,1,3,1350,15,1
D06652,0,29,13050,120,1
D06653,5,1,450,5,0
D06654,2,2,900,12,1
D06655,4,4,1800,16,0
D06656,1,3,1350,15,1
D06657,15,3,1350,15,0
D06658,12,12,5400,48,0
D06659,3,4,1800,12,1
D06660,2,4,1800,28,1
D06661,4,1,450,4,0
D06662,0,1,450,0,1
D06663,9,2,900,10,0
D06664,3,12,5400,60,1
D06665,7,2,900,14,0
D06666,4,26,11700,120,0
D06667,0,1,450,0,1
D06668,1,1,450,1,1
D06669,1,1,450,1,1
D06670,8,2,900,8,0
D06671,6,2,900,6,0
D06672,3,1,450,3,1
D06673,5,3,1350,15,0
D06674,5,4,1800,20,0
D06675,8,10,4500,60,0
D06676,1,1,450,1,1
D06677,2,7,3150,42,1
D06678,3,1,450,3,1
D06679,3,1,450,3,1
D06680,9,4,1800,12,0
D06681,2,2,900,14,1
D06682,2,7,3150,35,1
D06683,1,1,450,1,1
D06684,3,1,450,3,1
D06685,8,2,900,10,0
D06686,8,3,1350,12,0
D06687,4,1,450,4,0
D06688,3,4,1800,28,1
D06689,13,6,2700,42,0
D06690,1,11,4950,55,1
D06691,0,1,450,0,1
D06692,0,3,1350,15,1
D06693,0,1,450,0,1
D06694,5,2,900,8,0
D06695,4,4,1800,24,0
D06696,1,1,450,1,1
D06697,8,6,2700,36,0
D06698,10,2,900,10,0
D06699,5,6,2700,36,0
D06700,4,30,13500,120,0
D06701,0,2,900,14,1
D06702,6,3,1350,18,0
D06703,9,6,2700,18,0
D06704,2,8,3600,48,1
D06705,4,1,450,4,0
D06706,2,5,2250,20,1
D06707,2,3,1350,15,1
D06708,1,1,450,1,1
D06709,3,35,15750,120,1
D06710,4,3,1350,18,0
D06711,1,1,450,1,1
D06712,6,2,900,6,0
D06713,5,2,900,8,0
D06714,12,12,5400,36,0
D06715,2,2,900,6,1
D06716,7,5,2250,25,0
D06717,6,2,900,10,0
D06718,4,5,2250,30,0
D06719,0,2,900,14,1
D06720,8,31,13950,120,0
D06721,1,1,450,1,1
D06722,5,6,2700,42,0
D06723,11,12,5400,36,0
D06724,1,1,450,1,1
D06725,3,2,900,12,1
D06726,5,3,1350,21,0
D06727,2,5,2250,15,1
D06728,1,1,450,1,1
D06729,0,1,450,0,1
D06730,0,18,8100,90,1
D06731,0,3,1350,21,1
D06732,4,2,900,6,0
D06733,1,1,450,1,1
D06734,6,2,900,14,0
D06735,8,3,1350,21,0
D06736,11,5,2250,25,0
D06737,5,8,3600,48,0
D06738,2,2,900,14,1
D06739,8,2,900,8,0
D06740,4,1,450,4,0
D06741,2,5,2250,30,1
D06742,12,2,900,12,0
D06743,4,1,450,4,0
D06744,2,2,900,12,1
D06745,4,1,450,4,0
D06746,16,3,1350,21,0
D06747,4,1,450,4,0
D06748,9,3,1350,9,0
D06749,7,5,2250,15,0
D06750,12,2,900,12,0
