donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter,Cluster,Segment
D04944,2,3,1350,12,1,3,New Donors
D04945,1,2,900,14,1,3,New Donors
D04946,5,2,900,6,0,0,New Donors
D04947,3,2,900,8,1,3,New Donors
D04948,3,2,900,6,1,3,New Donors
D04949,1,8,3600,24,1,3,New Donors
D04950,5,1,450,5,0,0,New Donors
D04951,1,3,1350,21,1,3,New Donors
D04952,1,1,450,1,1,3,New Donors
D04953,2,1,450,2,1,3,New Donors
D04954,2,1,450,2,1,3,New Donors
D04955,3,2,900,10,1,3,New Donors
D04956,1,1,450,1,1,3,New Donors
D04957,11,3,1350,15,0,1,At Risk
D04958,12,2,900,12,0,1,At Risk
D04959,15,20,9000,80,0,2,Loyal
D04960,0,4,1800,16,1,3,New Donors
D04961,2,1,450,2,1,3,New Donors
D04962,1,1,450,1,1,3,New Donors
D04963,3,1,450,3,1,3,New Donors
D04964,6,13,5850,39,0,2,Loyal
D04965,6,12,5400,36,0,2,Loyal
D04966,3,2,900,6,1,3,New Donors
D04967,6,3,1350,15,0,0,New Donors
D04968,2,1,450,2,1,3,New Donors
D04969,4,4,1800,12,0,0,New Donors
D04970,0,1,450,0,1,3,New Donors
D04971,5,2,900,8,0,0,New Donors
D04972,2,2,900,10,1,3,New Donors
D04973,6,2,900,14,0,0,New Donors
D04974,2,10,4500,30,1,2,Loyal
D04975,1,2,900,10,1,3,New Donors
D04976,1,3,1350,21,1,3,New Donors
D04977,0,3,1350,21,1,3,New Donors
D04978,2,1,450,2,1,3,New Donors
D04979,0,4,1800,24,1,3,New Donors
D04980,5,1,450,5,0,0,New Donors
D04981,7,2,900,12,0,0,New Donors
D04982,5,4,1800,12,0,0,New Donors
D04983,3,1,450,3,1,3,New Donors
D04984,0,3,1350,18,1,3,New Donors
D04985,3,2,900,8,1,3,New Donors
D04986,0,3,1350,18,1,3,New Donors
D04987,3,50,22500,120,1,4,Loyal
D04988,3,38,17100,114,1,4,Loyal
D04989,3,2,900,6,1,3,New Donors
D04990,0,3,1350,12,1,3,New Donors
D04991,1,5,2250,30,1,3,New Donors
D04992,2,1,450,2,1,3,New Donors
D04993,0,2,900,12,1,3,New Donors
D04994,1,1,450,1,1,3,New Donors
D04995,2,15,6750,105,1,2,Loyal
D04996,4,3,1350,21,0,0,New Donors
D04997,6,2,900,6,0,0,New Donors
D04998,4,5,2250,25,0,0,New Donors
D04999,2,5,2250,20,1,3,New Donors
D05000,0,2,900,12,1,3,New Donors
D05001,5,1,450,5,0,0,New Donors
D05002,12,2,900,12,0,1,At Risk
D05003,7,5,2250,35,0,0,New Donors
D05004,3,3,1350,21,1,3,New Donors
D05005,18,6,2700,18,0,1,At Risk
D05006,4,1,450,4,0,0,New Donors
D05007,0,4,1800,28,1,3,New Donors
D05008,4,1,450,4,0,0,New Donors
D05009,5,1,450,5,0,0,New Donors
D05010,3,41,18450,120,1,4,Loyal
D05011,2,1,450,2,1,3,New Donors
D05012,11,2,900,14,0,1,At Risk
D05013,7,5,2250,25,0,0,New Donors
D05014,4,2,900,10,0,0,New Donors
D05015,6,2,900,12,0,0,New Donors
D05016,0,2,900,12,1,3,New Donors
D05017,3,2,900,12,1,3,New Donors
D05018,3,3,1350,15,1,3,New Donors
D05019,3,2,900,14,1,3,New Donors
D05020,1,2,900,6,1,3,New Donors
D05021,3,2,900,10,1,3,New Donors
D05022,0,2,900,14,1,3,New Donors
D05023,10,2,900,14,0,0,New Donors
D05024,6,2,900,6,0,0,New Donors
D05025,1,2,900,6,1,3,New Donors
D05026,0,2,900,6,1,3,New Donors
D05027,2,2,900,6,1,3,New Donors
D05028,4,2,900,6,0,0,New Donors
D05029,2,1,450,2,1,3,New Donors
D05030,1,4,1800,28,1,3,New Donors
D05031,5,2,900,6,0,0,New Donors
D05032,10,4,1800,20,0,0,New Donors
D05033,13,4,1800,16,0,1,At Risk
D05034,1,2,900,6,1,3,New Donors
D05035,3,2,900,14,1,3,New Donors
D05036,11,5,2250,20,0,1,At Risk
D05037,1,3,1350,15,1,3,New Donors
D05038,2,1,450,2,1,3,New Donors
D05039,0,2,900,10,1,3,New Donors
D05040,7,2,900,10,0,0,New Donors
D05041,2,2,900,12,1,3,New Donors
D05042,1,5,2250,35,1,3,New Donors
D05043,1,1,450,1,1,3,New Donors
D05044,2,2,900,12,1,3,New Donors
D05045,2,3,1350,12,1,3,New Donors
D05046,0,1,450,0,1,3,New Donors
D05047,5,1,450,5,0,0,New Donors
D05048,8,2,900,8,0,0,New Donors
D05049,0,1,450,0,1,3,New Donors
D05050,4,1,450,4,0,0,New Donors
D05051,0,4,1800,28,1,3,New Donors
D05052,6,6,2700,24,0,0,New Donors
D05053,1,4,1800,20,1,3,New Donors
D05054,2,2,900,12,1,3,New Donors
D05055,4,2,900,12,0,0,New Donors
D05056,3,1,450,3,1,3,New Donors
D05057,2,10,4500,30,1,2,Loyal
D05058,0,1,450,0,1,3,New Donors
D05059,1,1,450,1,1,3,New Donors
D05060,4,50,22500,120,0,4,Loyal
D05061,6,2,900,6,0,0,New Donors
D05062,2,1,450,2,1,3,New Donors
D05063,0,1,450,0,1,3,New Donors
D05064,4,1,450,4,0,0,New Donors
D05065,5,1,450,5,0,0,New Donors
D05066,2,10,4500,30,1,2,Loyal
D05067,5,6,2700,18,0,0,New Donors
D05068,5,1,450,5,0,0,New Donors
D05069,2,5,2250,20,1,3,New Donors
D05070,2,2,900,6,1,3,New Donors
D05071,6,2,900,8,0,0,New Donors
D05072,0,1,450,0,1,3,New Donors
D05073,6,19,8550,120,0,2,Loyal
D05074,0,2,900,14,1,3,New Donors
D05075,3,2,900,10,1,3,New Donors
D05076,7,4,1800,28,0,0,New Donors
D05077,2,3,1350,12,1,3,New Donors
D05078,6,2,900,6,0,0,New Donors
D05079,5,2,900,14,0,0,New Donors
D05080,0,3,1350,12,1,3,New Donors
D05081,3,1,450,3,1,3,New Donors
D05082,4,1,450,4,0,0,New Donors
D05083,7,3,1350,12,0,0,New Donors
D05084,4,9,4050,36,0,2,Loyal
D05085,0,1,450,0,1,3,New Donors
D05086,7,3,1350,12,0,0,New Donors
D05087,2,2,900,6,1,3,New Donors
D05088,2,1,450,2,1,3,New Donors
D05089,4,2,900,10,0,0,New Donors
D05090,5,3,1350,21,0,0,New Donors
D05091,8,2,900,8,0,0,New Donors
D05092,13,4,1800,28,0,1,At Risk
D05093,5,1,450,5,0,0,New Donors
D05094,2,2,900,14,1,3,New Donors
D05095,3,1,450,3,1,3,New Donors
D05096,1,3,1350,12,1,3,New Donors
D05097,4,1,450,4,0,0,New Donors
D05098,5,1,450,5,0,0,New Donors
D05099,5,1,450,5,0,0,New Donors
D05100,2,8,3600,40,1,3,New Donors
D05101,7,5,2250,20,0,0,New Donors
D05102,1,1,450,1,1,3,New Donors
D05103,13,3,1350,15,0,1,At Risk
D05104,4,1,450,4,0,0,New Donors
D05105,21,7,3150,28,0,1,At Risk
D05106,6,2,900,6,0,0,New Donors
D05107,1,3,1350,18,1,3,New Donors
D05108,1,1,450,1,1,3,New Donors
D05109,1,4,1800,28,1,3,New Donors
D05110,0,1,450,0,1,3,New Donors
D05111,5,13,5850,39,0,2,Loyal
D05112,6,2,900,6,0,0,New Donors
D05113,0,3,1350,9,1,3,New Donors
D05114,11,5,2250,25,0,1,At Risk
D05115,0,18,8100,108,1,2,Loyal
D05116,1,2,900,8,1,3,New Donors
D05117,5,1,450,5,0,0,New Donors
D05118,0,3,1350,21,1,3,New Donors
D05119,25,4,1800,28,0,1,At Risk
D05120,8,5,2250,15,0,0,New Donors
D05121,3,2,900,14,1,3,New Donors
D05122,24,6,2700,24,0,1,At Risk
D05123,12,3,1350,12,0,1,At Risk
D05124,2,4,1800,16,1,3,New Donors
D05125,3,5,2250,25,1,3,New Donors
D05126,10,2,900,10,0,0,New Donors
D05127,4,1,450,4,0,0,New Donors
D05128,4,9,4050,54,0,2,Loyal
D05129,0,1,450,0,1,3,New Donors
D05130,6,6,2700,36,0,0,New Donors
D05131,12,15,6750,60,0,2,Loyal
D05132,0,2,900,12,1,3,New Donors
D05133,4,2,900,14,0,0,New Donors
D05134,5,4,1800,28,0,0,New Donors
D05135,3,1,450,3,1,3,New Donors
D05136,6,2,900,6,0,0,New Donors
D05137,8,3,1350,12,0,0,New Donors
D05138,2,1,450,2,1,3,New Donors
D05139,7,4,1800,28,0,0,New Donors
D05140,10,4,1800,24,0,0,New Donors
D05141,4,4,1800,12,0,0,New Donors
D05142,1,3,1350,15,1,3,New Donors
D05143,4,6,2700,36,0,0,New Donors
D05144,1,1,450,1,1,3,New Donors
D05145,2,3,1350,9,1,3,New Donors
D05146,2,1,450,2,1,3,New Donors
D05147,3,1,450,3,1,3,New Donors
D05148,7,7,3150,35,0,0,New Donors
D05149,5,5,2250,35,0,0,New Donors
D05150,3,26,11700,78,1,2,Loyal
D05151,5,4,1800,28,0,0,New Donors
D05152,1,2,900,14,1,3,New Donors
D05153,3,5,2250,25,1,3,New Donors
D05154,0,2,900,14,1,3,New Donors
D05155,0,2,900,14,1,3,New Donors
D05156,4,8,3600,56,0,0,New Donors
D05157,1,1,450,1,1,3,New Donors
D05158,10,50,22500,120,0,4,Loyal
D05159,5,1,450,5,0,0,New Donors
D05160,0,1,450,0,1,3,New Donors
D05161,4,1,450,4,0,0,New Donors
D05162,4,1,450,4,0,0,New Donors
D05163,0,11,4950,55,1,2,Loyal
D05164,3,10,4500,70,1,2,Loyal
D05165,8,2,900,8,0,0,New Donors
D05166,6,2,900,14,0,0,New Donors
D05167,0,3,1350,9,1,3,New Donors
D05168,7,2,900,10,0,0,New Donors
D05169,5,2,900,8,0,0,New Donors
D05170,3,2,900,14,1,3,New Donors
D05171,1,2,900,10,1,3,New Donors
D05172,1,1,450,1,1,3,New Donors
D05173,0,2,900,14,1,3,New Donors
D05174,0,3,1350,15,1,3,New Donors
D05175,1,7,3150,21,1,3,New Donors
D05176,0,3,1350,21,1,3,New Donors
D05177,0,2,900,10,1,3,New Donors
D05178,10,6,2700,30,0,1,At Risk
D05179,0,1,450,0,1,3,New Donors
D05180,6,2,900,12,0,0,New Donors
D05181,6,21,9450,84,0,2,Loyal
D05182,0,5,2250,30,1,3,New Donors
D05183,0,2,900,10,1,3,New Donors
D05184,14,2,900,14,0,1,At Risk
D05185,6,3,1350,21,0,0,New Donors
D05186,12,2,900,12,0,1,At Risk
D05187,2,13,5850,91,1,2,Loyal
D05188,3,3,1350,9,1,3,New Donors
D05189,2,1,450,2,1,3,New Donors
D05190,8,8,3600,40,0,0,New Donors
D05191,5,2,900,10,0,0,New Donors
D05192,3,14,6300,70,1,2,Loyal
D05193,0,2,900,8,1,3,New Donors
D05194,6,2,900,6,0,0,New Donors
D05195,8,3,1350,18,0,0,New Donors
D05196,8,37,16650,120,0,4,Loyal
D05197,5,2,900,14,0,0,New Donors
D05198,3,1,450,3,1,3,New Donors
D05199,1,16,7200,80,1,2,Loyal
D05200,21,3,1350,21,0,1,At Risk
D05201,3,1,450,3,1,3,New Donors
D05202,5,2,900,6,0,0,New Donors
D05203,2,12,5400,60,1,2,Loyal
D05204,6,2,900,14,0,0,New Donors
D05205,2,1,450,2,1,3,New Donors
D05206,2,1,450,2,1,3,New Donors
D05207,12,3,1350,12,0,1,At Risk
D05208,1,6,2700,36,1,3,New Donors
D05209,0,8,3600,40,1,3,New Donors
D05210,2,1,450,2,1,3,New Donors
D05211,2,3,1350,9,1,3,New Donors
D05212,10,3,1350,18,0,0,New Donors
D05213,6,5,2250,30,0,0,New Donors
D05214,2,7,3150,35,1,3,New Donors
D05215,0,3,1350,15,1,3,New Donors
D05216,6,2,900,6,0,0,New Donors
D05217,0,2,900,8,1,3,New Donors
D05218,5,3,1350,12,0,0,New Donors
D05219,0,1,450,0,1,3,New Donors
D05220,1,1,450,1,1,3,New Donors
D05221,29,6,2700,36,0,1,At Risk
D05222,1,50,22500,120,1,4,Loyal
D05223,3,1,450,3,1,3,New Donors
D05224,2,2,900,12,1,3,New Donors
D05225,12,3,1350,15,0,1,At Risk
D05226,2,3,1350,21,1,3,New Donors
D05227,5,1,450,5,0,0,New Donors
D05228,6,3,1350,12,0,0,New Donors
D05229,2,3,1350,15,1,3,New Donors
D05230,3,2,900,10,1,3,New Donors
D05231,3,3,1350,15,1,3,New Donors
D05232,3,3,1350,15,1,3,New Donors
D05233,0,2,900,10,1,3,New Donors
D05234,0,5,2250,25,1,3,New Donors
D05235,6,7,3150,35,0,0,New Donors
D05236,2,9,4050,45,1,2,Loyal
D05237,9,2,900,12,0,0,New Donors
D05238,4,3,1350,18,0,0,New Donors
D05239,6,2,900,6,0,0,New Donors
D05240,3,1,450,3,1,3,New Donors
D05241,5,2,900,10,0,0,New Donors
D05242,12,49,22050,120,0,4,Loyal
D05243,2,10,4500,60,1,2,Loyal
D05244,6,2,900,6,0,0,New Donors
D05245,2,1,450,2,1,3,New Donors
D05246,1,2,900,8,1,3,New Donors
D05247,5,2,900,6,0,0,New Donors
D05248,4,1,450,4,0,0,New Donors
D05249,6,2,900,6,0,0,New Donors
D05250,3,1,450,3,1,3,New Donors
D05251,3,2,900,8,1,3,New Donors
D05252,2,3,1350,21,1,3,New Donors
D05253,21,19,8550,114,0,1,At Risk
D05254,2,4,1800,16,1,3,New Donors
D05255,4,21,9450,63,0,2,Loyal
D05256,2,5,2250,20,1,3,New Donors
D05257,6,2,900,6,0,0,New Donors
D05258,6,2,900,10,0,0,New Donors
D05259,0,2,900,8,1,3,New Donors
D05260,0,4,1800,20,1,3,New Donors
D05261,4,1,450,4,0,0,New Donors
D05262,0,4,1800,12,1,3,New Donors
D05263,3,5,2250,35,1,3,New Donors
D05264,10,2,900,10,0,0,New Donors
D05265,1,50,22500,120,1,4,Loyal
D05266,2,11,4950,44,1,2,Loyal
D05267,1,1,450,1,1,3,New Donors
D05268,12,3,1350,15,0,1,At Risk
D05269,0,6,2700,42,1,3,New Donors
D05270,12,2,900,12,0,1,At Risk
D05271,2,1,450,2,1,3,New Donors
D05272,4,1,450,4,0,0,New Donors
D05273,0,6,2700,42,1,3,New Donors
D05274,4,2,900,14,0,0,New Donors
D05275,10,2,900,12,0,0,New Donors
D05276,5,2,900,12,0,0,New Donors
D05277,1,25,11250,120,1,2,Loyal
D05278,12,2,900,12,0,1,At Risk
D05279,0,1,450,0,1,3,New Donors
D05280,4,1,450,4,0,0,New Donors
D05281,13,17,7650,68,0,2,Loyal
D05282,11,3,1350,18,0,1,At Risk
D05283,16,4,1800,20,0,1,At Risk
D05284,4,1,450,4,0,0,New Donors
D05285,0,2,900,14,1,3,New Donors
D05286,1,9,4050,45,1,3,New Donors
D05287,0,7,3150,21,1,3,New Donors
D05288,0,3,1350,15,1,3,New Donors
D05289,9,5,2250,35,0,0,New Donors
D05290,30,15,6750,105,0,1,At Risk
D05291,1,2,900,10,1,3,New Donors
D05292,5,1,450,5,0,0,New Donors
D05293,0,1,450,0,1,3,New Donors
D05294,4,3,1350,9,0,0,New Donors
D05295,0,2,900,10,1,3,New Donors
D05296,1,1,450,1,1,3,New Donors
D05297,2,1,450,2,1,3,New Donors
D05298,5,1,450,5,0,0,New Donors
D05299,1,2,900,6,1,3,New Donors
D05300,5,1,450,5,0,0,New Donors
D05301,4,1,450,4,0,0,New Donors
D05302,9,3,1350,9,0,0,New Donors
D05303,0,6,2700,24,1,3,New Donors
D05304,3,2,900,8,1,3,New Donors
D05305,0,3,1350,12,1,3,New Donors
D05306,0,1,450,0,1,3,New Donors
D05307,1,2,900,12,1,3,New Donors
D05308,5,2,900,6,0,0,New Donors
D05309,3,3,1350,9,1,3,New Donors
D05310,12,2,900,12,0,1,At Risk
D05311,6,10,4500,40,0,2,Loyal
D05312,5,1,450,5,0,0,New Donors
D05313,0,1,450,0,1,3,New Donors
D05314,4,1,450,4,0,0,New Donors
D05315,1,1,450,1,1,3,New Donors
D05316,4,3,1350,21,0,0,New Donors
D05317,3,1,450,3,1,3,New Donors
D05318,0,4,1800,16,1,3,New Donors
D05319,1,1,450,1,1,3,New Donors
D05320,3,1,450,3,1,3,New Donors
D05321,4,2,900,6,0,0,New Donors
D05322,4,7,3150,28,0,0,New Donors
D05323,4,1,450,4,0,0,New Donors
D05324,0,1,450,0,1,3,New Donors
D05325,2,47,21150,120,1,4,Loyal
D05326,5,1,450,5,0,0,New Donors
D05327,0,1,450,0,1,3,New Donors
D05328,4,1,450,4,0,0,New Donors
D05329,3,2,900,6,1,3,New Donors
D05330,0,2,900,10,1,3,New Donors
D05331,7,18,8100,90,0,2,Loyal
D05332,3,3,1350,12,1,3,New Donors
D05333,10,4,1800,20,0,0,New Donors
D05334,3,2,900,14,1,3,New Donors
D05335,0,4,1800,28,1,3,New Donors
D05336,0,1,450,0,1,3,New Donors
D05337,10,8,3600,24,0,1,At Risk
D05338,1,3,1350,12,1,3,New Donors
D05339,4,27,12150,81,0,2,Loyal
D05340,9,2,900,14,0,0,New Donors
D05341,0,1,450,0,1,3,New Donors
D05342,6,6,2700,36,0,0,New Donors
D05343,0,21,9450,84,1,2,Loyal
D05344,1,1,450,1,1,3,New Donors
D05345,3,2,900,14,1,3,New Donors
D05346,8,3,1350,9,0,0,New Donors
D05347,3,4,1800,16,1,3,New Donors
D05348,5,10,4500,60,0,2,Loyal
D05349,0,2,900,8,1,3,New Donors
D05350,0,2,900,6,1,3,New Donors
D05351,1,1,450,1,1,3,New Donors
D05352,8,2,900,8,0,0,New Donors
D05353,13,3,1350,18,0,1,At Risk
D05354,1,40,18000,120,1,4,Loyal
D05355,5,1,450,5,0,0,New Donors
D05356,5,1,450,5,0,0,New Donors
D05357,0,5,2250,25,1,3,New Donors
D05358,0,8,3600,56,1,3,New Donors
D05359,1,2,900,10,1,3,New Donors
D05360,0,2,900,8,1,3,New Donors
D05361,10,9,4050,54,0,1,At Risk
D05362,3,1,450,3,1,3,New Donors
D05363,4,1,450,4,0,0,New Donors
D05364,3,1,450,3,1,3,New Donors
D05365,2,1,450,2,1,3,New Donors
D05366,10,2,900,10,0,0,New Donors
D05367,4,1,450,4,0,0,New Donors
D05368,11,3,1350,12,0,1,At Risk
D05369,5,6,2700,18,0,0,New Donors
D05370,2,1,450,2,1,3,New Donors
D05371,29,9,4050,54,0,1,At Risk
D05372,1,8,3600,40,1,3,New Donors
D05373,0,3,1350,15,1,3,New Donors
D05374,5,1,450,5,0,0,New Donors
D05375,6,6,2700,18,0,0,New Donors
D05376,3,1,450,3,1,3,New Donors
D05377,1,5,2250,35,1,3,New Donors
D05378,4,2,900,10,0,0,New Donors
D05379,4,3,1350,15,0,0,New Donors
D05380,2,5,2250,30,1,3,New Donors
D05381,3,2,900,12,1,3,New Donors
D05382,12,5,2250,20,0,1,At Risk
D05383,2,1,450,2,1,3,New Donors
D05384,10,3,1350,12,0,0,New Donors
D05385,0,2,900,10,1,3,New Donors
D05386,0,2,900,10,1,3,New Donors
D05387,10,2,900,12,0,0,New Donors
D05388,2,4,1800,20,1,3,New Donors
D05389,9,4,1800,16,0,0,New Donors
D05390,8,2,900,8,0,0,New Donors
D05391,0,3,1350,15,1,3,New Donors
D05392,1,1,450,1,1,3,New Donors
D05393,6,2,900,6,0,0,New Donors
D05394,1,2,900,10,1,3,New Donors
D05395,0,2,900,8,1,3,New Donors
D05396,3,1,450,3,1,3,New Donors
D05397,1,3,1350,9,1,3,New Donors
D05398,0,3,1350,21,1,3,New Donors
D05399,2,3,1350,15,1,3,New Donors
D05400,10,13,5850,78,0,2,Loyal
D05401,1,2,900,14,1,3,New Donors
D05402,8,2,900,8,0,0,New Donors
D05403,0,2,900,14,1,3,New Donors
D05404,9,2,900,14,0,0,New Donors
D05405,0,9,4050,36,1,3,New Donors
D05406,1,1,450,1,1,3,New Donors
D05407,3,1,450,3,1,3,New Donors
D05408,1,6,2700,36,1,3,New Donors
D05409,1,1,450,1,1,3,New Donors
D05410,0,1,450,0,1,3,New Donors
D05411,8,6,2700,30,0,0,New Donors
D05412,4,2,900,12,0,0,New Donors
D05413,3,1,450,3,1,3,New Donors
D05414,2,2,900,8,1,3,New Donors
D05415,10,2,900,10,0,0,New Donors
D05416,6,2,900,14,0,0,New Donors
D05417,2,13,5850,39,1,2,Loyal
D05418,1,1,450,1,1,3,New Donors
D05419,7,2,900,10,0,0,New Donors
D05420,10,17,7650,102,0,2,Loyal
D05421,4,2,900,10,0,0,New Donors
D05422,4,1,450,4,0,0,New Donors
D05423,0,6,2700,36,1,3,New Donors
D05424,0,2,900,12,1,3,New Donors
D05425,0,5,2250,25,1,3,New Donors
D05426,3,1,450,3,1,3,New Donors
D05427,1,1,450,1,1,3,New Donors
D05428,2,2,900,6,1,3,New Donors
D05429,3,1,450,3,1,3,New Donors
D05430,5,2,900,8,0,0,New Donors
D05431,1,2,900,8,1,3,New Donors
D05432,11,8,3600,24,0,1,At Risk
D05433,0,2,900,14,1,3,New Donors
D05434,6,2,900,6,0,0,New Donors
D05435,0,2,900,10,1,3,New Donors
D05436,2,1,450,2,1,3,New Donors
D05437,8,2,900,8,0,0,New Donors
D05438,1,7,3150,42,1,3,New Donors
D05439,0,1,450,0,1,3,New Donors
D05440,11,4,1800,16,0,1,At Risk
D05441,8,14,6300,42,0,2,Loyal
D05442,6,2,900,6,0,0,New Donors
D05443,3,1,450,3,1,3,New Donors
D05444,8,7,3150,42,0,0,New Donors
D05445,8,2,900,8,0,0,New Donors
D05446,0,8,3600,56,1,3,New Donors
D05447,5,1,450,5,0,0,New Donors
D05448,2,2,900,12,1,3,New Donors
D05449,2,2,900,14,1,3,New Donors
D05450,4,7,3150,21,0,0,New Donors
D05451,1,1,450,1,1,3,New Donors
D05452,9,3,1350,12,0,0,New Donors
D05453,2,2,900,8,1,3,New Donors
D05454,1,2,900,12,1,3,New Donors
D05455,10,2,900,12,0,0,New Donors
D05456,7,5,2250,25,0,0,New Donors
D05457,0,1,450,0,1,3,New Donors
D05458,0,3,1350,9,1,3,New Donors
D05459,0,25,11250,100,1,2,Loyal
D05460,6,2,900,6,0,0,New Donors
D05461,12,4,1800,20,0,1,At Risk
D05462,2,1,450,2,1,3,New Donors
D05463,2,3,1350,12,1,3,New Donors
D05464,1,3,1350,18,1,3,New Donors
D05465,0,1,450,0,1,3,New Donors
D05466,3,6,2700,42,1,3,New Donors
D05467,2,2,900,6,1,3,New Donors
D05468,2,1,450,2,1,3,New Donors
D05469,0,8,3600,48,1,3,New Donors
D05470,20,8,3600,32,0,1,At Risk
D05471,4,3,1350,18,0,0,New Donors
D05472,0,7,3150,35,1,3,New Donors
D05473,0,2,900,12,1,3,New Donors
D05474,10,2,900,12,0,0,New Donors
D05475,4,7,3150,21,0,0,New Donors
D05476,2,3,1350,18,1,3,New Donors
D05477,0,1,450,0,1,3,New Donors
D05478,1,1,450,1,1,3,New Donors
D05479,12,3,1350,18,0,1,At Risk
D05480,0,50,22500,120,1,4,Loyal
D05481,3,1,450,3,1,3,New Donors
D05482,0,3,1350,12,1,3,New Donors
D05483,18,3,1350,18,0,1,At Risk
D05484,4,2,900,14,0,0,New Donors
D05485,3,2,900,12,1,3,New Donors
D05486,3,1,450,3,1,3,New Donors
D05487,4,5,2250,35,0,0,New Donors
D05488,23,30,13500,90,0,4,Loyal
D05489,1,2,900,6,1,3,New Donors
D05490,5,1,450,5,0,0,New Donors
D05491,1,1,450,1,1,3,New Donors
D05492,3,2,900,14,1,3,New Donors
D05493,5,14,6300,70,0,2,Loyal
D05494,11,2,900,12,0,1,At Risk
D05495,3,1,450,3,1,3,New Donors
D05496,2,2,900,12,1,3,New Donors
D05497,6,4,1800,12,0,0,New Donors
D05498,0,2,900,10,1,3,New Donors
D05499,2,2,900,8,1,3,New Donors
D05500,4,36,16200,120,0,4,Loyal
D05501,1,1,450,1,1,3,New Donors
D05502,8,2,900,8,0,0,New Donors
D05503,1,1,450,1,1,3,New Donors
D05504,1,2,900,12,1,3,New Donors
D05505,12,4,1800,12,0,1,At Risk
D05506,1,1,450,1,1,3,New Donors
D05507,1,1,450,1,1,3,New Donors
D05508,0,2,900,14,1,3,New Donors
D05509,5,2,900,12,0,0,New Donors
D05510,3,3,1350,21,1,3,New Donors
D05511,2,3,1350,12,1,3,New Donors
D05512,5,1,450,5,0,0,New Donors
D05513,1,2,900,10,1,3,New Donors
D05514,0,1,450,0,1,3,New Donors
D05515,4,2,900,14,0,0,New Donors
D05516,4,2,900,10,0,0,New Donors
D05517,4,1,450,4,0,0,New Donors
D05518,6,4,1800,24,0,0,New Donors
D05519,14,5,2250,35,0,1,At Risk
D05520,0,4,1800,20,1,3,New Donors
D05521,0,2,900,10,1,3,New Donors
D05522,7,3,1350,9,0,0,New Donors
D05523,4,4,1800,16,0,0,New Donors
D05524,6,2,900,6,0,0,New Donors
D05525,9,50,22500,120,0,4,Loyal
D05526,1,3,1350,12,1,3,New Donors
D05527,0,1,450,0,1,3,New Donors
D05528,2,16,7200,96,1,2,Loyal
D05529,0,1,450,0,1,3,New Donors
D05530,12,3,1350,21,0,1,At Risk
D05531,2,2,900,6,1,3,New Donors
D05532,10,2,900,10,0,0,New Donors
D05533,12,4,1800,20,0,1,At Risk
D05534,8,5,2250,25,0,0,New Donors
D05535,0,3,1350,21,1,3,New Donors
D05536,1,1,450,1,1,3,New Donors
D05537,9,3,1350,9,0,0,New Donors
D05538,1,4,1800,28,1,3,New Donors
D05539,3,1,450,3,1,3,New Donors
D05540,5,4,1800,12,0,0,New Donors
D05541,1,1,450,1,1,3,New Donors
D05542,0,1,450,0,1,3,New Donors
D05543,5,1,450,5,0,0,New Donors
D05544,6,2,900,6,0,0,New Donors
D05545,4,3,1350,9,0,0,New Donors
D05546,0,1,450,0,1,3,New Donors
D05547,20,5,2250,20,0,1,At Risk
D05548,1,4,1800,16,1,3,New Donors
D05549,0,3,1350,15,1,3,New Donors
D05550,1,12,5400,84,1,2,Loyal
D05551,3,2,900,10,1,3,New Donors
D05552,8,3,1350,15,0,0,New Donors
D05553,10,3,1350,12,0,0,New Donors
D05554,0,3,1350,9,1,3,New Donors
D05555,2,9,4050,36,1,2,Loyal
D05556,2,9,4050,27,1,2,Loyal
D05557,5,1,450,5,0,0,New Donors
D05558,6,3,1350,12,0,0,New Donors
D05559,3,3,1350,12,1,3,New Donors
D05560,0,3,1350,15,1,3,New Donors
D05561,0,2,900,10,1,3,New Donors
D05562,4,1,450,4,0,0,New Donors
D05563,2,2,900,6,1,3,New Donors
D05564,5,2,900,12,0,0,New Donors
D05565,8,2,900,8,0,0,New Donors
D05566,6,5,2250,25,0,0,New Donors
D05567,5,1,450,5,0,0,New Donors
D05568,9,2,900,14,0,0,New Donors
D05569,8,3,1350,9,0,0,New Donors
D05570,3,6,2700,18,1,3,New Donors
D05571,4,2,900,6,0,0,New Donors
D05572,0,9,4050,27,1,3,New Donors
D05573,1,1,450,1,1,3,New Donors
D05574,0,4,1800,16,1,3,New Donors
D05575,0,4,1800,12,1,3,New Donors
D05576,6,3,1350,9,0,0,New Donors
D05577,8,2,900,8,0,0,New Donors
D05578,6,2,900,12,0,0,New Donors
D05579,4,9,4050,27,0,2,Loyal
D05580,6,3,1350,9,0,0,New Donors
D05581,1,2,900,12,1,3,New Donors
D05582,5,7,3150,49,0,0,New Donors
D05583,2,1,450,2,1,3,New Donors
D05584,0,50,22500,120,1,4,Loyal
D05585,6,2,900,6,0,0,New Donors
D05586,1,7,3150,35,1,3,New Donors
D05587,0,2,900,6,1,3,New Donors
D05588,20,4,1800,20,0,1,At Risk
D05589,1,8,3600,24,1,3,New Donors
D05590,1,2,900,6,1,3,New Donors
D05591,1,1,450,1,1,3,New Donors
D05592,1,1,450,1,1,3,New Donors
D05593,4,1,450,4,0,0,New Donors
D05594,5,1,450,5,0,0,New Donors
